language	tagger	token	lemma
English	spaCy-en_core_web_lg	independent	independent
English	spaCy-en_core_web_lg	fantastic	fantastic
English	spaCy-en_core_web_lg	global	global
English	spaCy-en_core_web_lg	independent	independent
English	spaCy-en_core_web_lg	many	many
English	spaCy-en_core_web_lg	fantastic	fantastic
English	spaCy-en_core_web_lg	wonderful	wonderful
English	spaCy-en_core_web_lg	independent	independent
English	spaCy-en_core_web_lg	many	many
English	spaCy-en_core_web_lg	fantastic	fantastic
English	spaCy-en_core_web_lg	skilled	skilled
English	spaCy-en_core_web_lg	independent	independent
English	spaCy-en_core_web_lg	many	many
English	spaCy-en_core_web_lg	fantastic	fantastic
English	spaCy-en_core_web_lg	independent	independent
English	spaCy-en_core_web_lg	many	many
English	spaCy-en_core_web_lg	amusing	amusing
English	spaCy-en_core_web_lg	independent	independent
English	spaCy-en_core_web_lg	many	many
English	spaCy-en_core_web_lg	amazing	amazing
English	spaCy-en_core_web_lg	independent	independent
English	spaCy-en_core_web_lg	many	many
English	spaCy-en_core_web_lg	difficult	difficult
English	spaCy-en_core_web_lg	independent	independent
English	spaCy-en_core_web_lg	many	many
English	spaCy-en_core_web_lg	independent	independent
English	spaCy-en_core_web_lg	sure	sure
English	spaCy-en_core_web_lg	independent	independent
English	spaCy-en_core_web_lg	independent	independent
English	spaCy-en_core_web_lg	many	many
English	spaCy-en_core_web_lg	more	more
English	spaCy-en_core_web_lg	right	right
English	spaCy-en_core_web_lg	single	single
English	spaCy-en_core_web_lg	concerned	concerned
English	spaCy-en_core_web_lg	single	single
English	spaCy-en_core_web_lg	many	many
English	spaCy-en_core_web_lg	single	single
English	spaCy-en_core_web_lg	other	other
English	spaCy-en_core_web_lg	single	single
English	spaCy-en_core_web_lg	Good	good
English	spaCy-en_core_web_lg	stubborn	stubborn
English	spaCy-en_core_web_lg	about	about
English	spaCy-en_core_web_lg	dramatic	dramatic
English	spaCy-en_core_web_lg	next	next
English	spaCy-en_core_web_lg	Good	good
English	spaCy-en_core_web_lg	special	special
English	spaCy-en_core_web_lg	poisonous	poisonous
English	spaCy-en_core_web_lg	spicy	spicy
English	spaCy-en_core_web_lg	little	little
English	spaCy-en_core_web_lg	extra	extra
English	spaCy-en_core_web_lg	dangerous	dangerous
English	spaCy-en_core_web_lg	next	next
English	spaCy-en_core_web_lg	good	good
English	spaCy-en_core_web_lg	Good	good
English	spaCy-en_core_web_lg	simple	simple
English	spaCy-en_core_web_lg	wild	wild
English	spaCy-en_core_web_lg	swift	swift
English	spaCy-en_core_web_lg	lower	low
English	spaCy-en_core_web_lg	handy	handy
English	spaCy-en_core_web_lg	everyday	everyday
English	spaCy-en_core_web_lg	short	short
English	spaCy-en_core_web_lg	next	next
English	spaCy-en_core_web_lg	good	good
English	spaCy-en_core_web_lg	Good	good
English	spaCy-en_core_web_lg	clean	clean
English	spaCy-en_core_web_lg	everyday	everyday
English	spaCy-en_core_web_lg	super	super
English	spaCy-en_core_web_lg	-	-
English	spaCy-en_core_web_lg	powered	powered
English	spaCy-en_core_web_lg	next	next
English	spaCy-en_core_web_lg	good	good
English	spaCy-en_core_web_lg	Good	good
English	spaCy-en_core_web_lg	classic	classic
English	spaCy-en_core_web_lg	primitive	primitive
English	spaCy-en_core_web_lg	effective	effective
English	spaCy-en_core_web_lg	everyday	everyday
English	spaCy-en_core_web_lg	next	next
English	spaCy-en_core_web_lg	good	good
English	spaCy-en_core_web_lg	Good	good
English	spaCy-en_core_web_lg	indirect	indirect
English	spaCy-en_core_web_lg	psychic	psychic
English	spaCy-en_core_web_lg	physical	physical
English	spaCy-en_core_web_lg	everyday	everyday
English	spaCy-en_core_web_lg	right	right
English	spaCy-en_core_web_lg	amazing	amazing
English	spaCy-en_core_web_lg	physical	physical
English	spaCy-en_core_web_lg	next	next
English	spaCy-en_core_web_lg	good	good
English	spaCy-en_core_web_lg	Good	good
English	spaCy-en_core_web_lg	rugged	rugged
English	spaCy-en_core_web_lg	successive	successive
English	spaCy-en_core_web_lg	everyday	everyday
English	spaCy-en_core_web_lg	same	same
English	spaCy-en_core_web_lg	effective	effective
English	spaCy-en_core_web_lg	next	next
English	spaCy-en_core_web_lg	good	good
English	spaCy-en_core_web_lg	Good	good
English	spaCy-en_core_web_lg	better	well
English	spaCy-en_core_web_lg	strong	strong
English	spaCy-en_core_web_lg	little	little
English	spaCy-en_core_web_lg	sneaky	sneaky
English	spaCy-en_core_web_lg	everyday	everyday
English	spaCy-en_core_web_lg	terrible	terrible
English	spaCy-en_core_web_lg	big	big
English	spaCy-en_core_web_lg	powerful	powerful
English	spaCy-en_core_web_lg	next	next
English	spaCy-en_core_web_lg	good	good
English	spaCy-en_core_web_lg	Good	good
English	spaCy-en_core_web_lg	dramatic	dramatic
English	spaCy-en_core_web_lg	high	high
English	spaCy-en_core_web_lg	effective	effective
English	spaCy-en_core_web_lg	everyday	everyday
English	spaCy-en_core_web_lg	right	right
English	spaCy-en_core_web_lg	dramatic	dramatic
English	spaCy-en_core_web_lg	dangerous	dangerous
English	spaCy-en_core_web_lg	next	next
English	spaCy-en_core_web_lg	good	good
English	spaCy-en_core_web_lg	Good	good
English	spaCy-en_core_web_lg	balanced	balanced
English	spaCy-en_core_web_lg	defensive	defensive
English	spaCy-en_core_web_lg	practical	practical
English	spaCy-en_core_web_lg	great	great
English	spaCy-en_core_web_lg	next	next
English	spaCy-en_core_web_lg	good	good
English	spaCy-en_core_web_lg	Good	good
English	spaCy-en_core_web_lg	educational	educational
English	spaCy-en_core_web_lg	everyday	everyday
English	spaCy-en_core_web_lg	same	same
English	spaCy-en_core_web_lg	fast	fast
English	spaCy-en_core_web_lg	much	much
English	spaCy-en_core_web_lg	next	next
English	spaCy-en_core_web_lg	good	good
English	spaCy-en_core_web_lg	Good	good
English	spaCy-en_core_web_lg	practical	practical
English	spaCy-en_core_web_lg	new	new
English	spaCy-en_core_web_lg	little	little
English	spaCy-en_core_web_lg	nervous	nervous
English	spaCy-en_core_web_lg	next	next
English	spaCy-en_core_web_lg	good	good
English	spaCy-en_core_web_lg	Good	good
English	spaCy-en_core_web_lg	beautiful	beautiful
English	spaCy-en_core_web_lg	graceful	graceful
English	spaCy-en_core_web_lg	effective	effective
English	spaCy-en_core_web_lg	everyday	everyday
English	spaCy-en_core_web_lg	harder	hard
English	spaCy-en_core_web_lg	angry	angry
English	spaCy-en_core_web_lg	next	next
English	spaCy-en_core_web_lg	good	good
English	spaCy-en_core_web_lg	Good	good
English	spaCy-en_core_web_lg	persistent	persistent
English	spaCy-en_core_web_lg	everyday	everyday
English	spaCy-en_core_web_lg	handy	handy
English	spaCy-en_core_web_lg	stubborn	stubborn
English	spaCy-en_core_web_lg	next	next
English	spaCy-en_core_web_lg	good	good
English	spaCy-en_core_web_lg	Good	good
English	spaCy-en_core_web_lg	conformist	conformist
English	spaCy-en_core_web_lg	common	common
English	spaCy-en_core_web_lg	Instant	instant
English	spaCy-en_core_web_lg	common	common
English	spaCy-en_core_web_lg	next	next
English	spaCy-en_core_web_lg	good	good
English	spaCy-en_core_web_lg	Good	good
English	spaCy-en_core_web_lg	exclusive	exclusive
English	spaCy-en_core_web_lg	same	same
English	spaCy-en_core_web_lg	same	same
English	spaCy-en_core_web_lg	next	next
English	spaCy-en_core_web_lg	good	good
English	spaCy-en_core_web_lg	Good	good
English	spaCy-en_core_web_lg	generous	generous
English	spaCy-en_core_web_lg	effective	effective
English	spaCy-en_core_web_lg	everyday	everyday
English	spaCy-en_core_web_lg	right	right
English	spaCy-en_core_web_lg	unwanted	unwanted
English	spaCy-en_core_web_lg	next	next
English	spaCy-en_core_web_lg	good	good
English	spaCy-en_core_web_lg	Good	good
English	spaCy-en_core_web_lg	basic	basic
English	spaCy-en_core_web_lg	certain	certain
English	spaCy-en_core_web_lg	effective	effective
English	spaCy-en_core_web_lg	everyday	everyday
English	spaCy-en_core_web_lg	exact	exact
English	spaCy-en_core_web_lg	next	next
English	spaCy-en_core_web_lg	good	good
English	spaCy-en_core_web_lg	Good	good
English	spaCy-en_core_web_lg	risky	risky
English	spaCy-en_core_web_lg	defensive	defensive
English	spaCy-en_core_web_lg	effective	effective
English	spaCy-en_core_web_lg	everyday	everyday
English	spaCy-en_core_web_lg	new	new
English	spaCy-en_core_web_lg	new	new
English	spaCy-en_core_web_lg	whole	whole
English	spaCy-en_core_web_lg	next	next
English	spaCy-en_core_web_lg	good	good
English	spaCy-en_core_web_lg	Good	good
English	spaCy-en_core_web_lg	sloshy	sloshy
English	spaCy-en_core_web_lg	everyday	everyday
English	spaCy-en_core_web_lg	important	important
English	spaCy-en_core_web_lg	next	next
English	spaCy-en_core_web_lg	good	good
English	spaCy-en_core_web_lg	short	short
English	spaCy-en_core_web_lg	topsy	topsy
English	spaCy-en_core_web_lg	turvy	turvy
English	spaCy-en_core_web_lg	opposite	opposite
English	spaCy-en_core_web_lg	right	right
English	spaCy-en_core_web_lg	nice	nice
English	spaCy-en_core_web_lg	short	short
English	spaCy-en_core_web_lg	Cursed	cursed
English	spaCy-en_core_web_lg	disabled	disabled
English	spaCy-en_core_web_lg	nice	nice
English	spaCy-en_core_web_lg	short	short
English	spaCy-en_core_web_lg	physical	physical
English	spaCy-en_core_web_lg	nice	nice
English	spaCy-en_core_web_lg	short	short
English	spaCy-en_core_web_lg	nice	nice
English	spaCy-en_core_web_lg	short	short
English	spaCy-en_core_web_lg	great	great
English	spaCy-en_core_web_lg	slower	slow
English	spaCy-en_core_web_lg	last	last
English	spaCy-en_core_web_lg	nice	nice
English	spaCy-en_core_web_lg	short	short
English	spaCy-en_core_web_lg	nice	nice
English	spaCy-en_core_web_lg	short	short
English	spaCy-en_core_web_lg	nice	nice
English	spaCy-en_core_web_lg	short	short
English	spaCy-en_core_web_lg	additional	additional
English	spaCy-en_core_web_lg	additional	additional
English	spaCy-en_core_web_lg	nice	nice
English	spaCy-en_core_web_lg	short	short
English	spaCy-en_core_web_lg	nice	nice
English	spaCy-en_core_web_lg	short	short
English	spaCy-en_core_web_lg	nice	nice
English	spaCy-en_core_web_lg	short	short
English	spaCy-en_core_web_lg	last	last
English	spaCy-en_core_web_lg	nice	nice
English	spaCy-en_core_web_lg	short	short
English	spaCy-en_core_web_lg	great	great
English	spaCy-en_core_web_lg	nice	nice
English	spaCy-en_core_web_lg	short	short
English	spaCy-en_core_web_lg	various	various
English	spaCy-en_core_web_lg	nice	nice
English	spaCy-en_core_web_lg	short	short
English	spaCy-en_core_web_lg	Electric	electric
English	spaCy-en_core_web_lg	Electric	electric
English	spaCy-en_core_web_lg	nice	nice
English	spaCy-en_core_web_lg	short	short
English	spaCy-en_core_web_lg	nice	nice
English	spaCy-en_core_web_lg	short	short
English	spaCy-en_core_web_lg	nice	nice
English	spaCy-en_core_web_lg	short	short
English	spaCy-en_core_web_lg	supereffective	supereffective
English	spaCy-en_core_web_lg	nice	nice
English	spaCy-en_core_web_lg	short	short
English	spaCy-en_core_web_lg	wet	wet
English	spaCy-en_core_web_lg	better	well
English	spaCy-en_core_web_lg	extra	extra
English	spaCy-en_core_web_lg	sunny	sunny
English	spaCy-en_core_web_lg	nice	nice
English	spaCy-en_core_web_lg	short	short
English	spaCy-en_core_web_lg	lower	low
English	spaCy-en_core_web_lg	lower	low
English	spaCy-en_core_web_lg	nice	nice
English	spaCy-en_core_web_lg	short	short
English	spaCy-en_core_web_lg	nice	nice
English	spaCy-en_core_web_lg	wonderful	wonderful
English	spaCy-en_core_web_lg	Amazing	amazing
English	spaCy-en_core_web_lg	amazing	amazing
English	spaCy-en_core_web_lg	short	short
English	spaCy-en_core_web_lg	wonderful	wonderful
English	spaCy-en_core_web_lg	Amazing	amazing
English	spaCy-en_core_web_lg	fat	fat
English	spaCy-en_core_web_lg	wonderful	wonderful
English	spaCy-en_core_web_lg	Amazing	amazing
English	spaCy-en_core_web_lg	physical	physical
English	spaCy-en_core_web_lg	best	good
English	spaCy-en_core_web_lg	fair	fair
English	spaCy-en_core_web_lg	wonderful	wonderful
English	spaCy-en_core_web_lg	Amazing	amazing
English	spaCy-en_core_web_lg	careful	careful
English	spaCy-en_core_web_lg	clumsy	clumsy
English	spaCy-en_core_web_lg	wonderful	wonderful
English	spaCy-en_core_web_lg	Amazing	amazing
English	spaCy-en_core_web_lg	wonderful	wonderful
English	spaCy-en_core_web_lg	Amazing	amazing
English	spaCy-en_core_web_lg	own	own
English	spaCy-en_core_web_lg	nice	nice
English	spaCy-en_core_web_lg	wonderful	wonderful
English	spaCy-en_core_web_lg	Amazing	amazing
English	spaCy-en_core_web_lg	wonderful	wonderful
English	spaCy-en_core_web_lg	Amazing	amazing
English	spaCy-en_core_web_lg	wonderful	wonderful
English	spaCy-en_core_web_lg	Amazing	amazing
English	spaCy-en_core_web_lg	Electric	electric
English	spaCy-en_core_web_lg	wonderful	wonderful
English	spaCy-en_core_web_lg	Amazing	amazing
English	spaCy-en_core_web_lg	quick	quick
English	spaCy-en_core_web_lg	honest	honest
English	spaCy-en_core_web_lg	serious	serious
English	spaCy-en_core_web_lg	big	big
English	spaCy-en_core_web_lg	hearted	hearted
English	spaCy-en_core_web_lg	well	well
English	spaCy-en_core_web_lg	lucky	lucky
English	spaCy-en_core_web_lg	humorous	humorous
English	spaCy-en_core_web_lg	next	next
English	spaCy-en_core_web_lg	free	free
English	spaCy-en_core_web_lg	spirited	spirited
English	spaCy-en_core_web_lg	unique	unique
English	spaCy-en_core_web_lg	mysterious	mysterious
English	spaCy-en_core_web_lg	empathetic	empathetic
English	spaCy-en_core_web_lg	well	well
English	spaCy-en_core_web_lg	lucky	lucky
English	spaCy-en_core_web_lg	next	next
English	spaCy-en_core_web_lg	kind	kind
English	spaCy-en_core_web_lg	caring	caring
English	spaCy-en_core_web_lg	strong	strong
English	spaCy-en_core_web_lg	well	well
English	spaCy-en_core_web_lg	lucky	lucky
English	spaCy-en_core_web_lg	reliable	reliable
English	spaCy-en_core_web_lg	next	next
English	spaCy-en_core_web_lg	strong	strong
English	spaCy-en_core_web_lg	strong	strong
English	spaCy-en_core_web_lg	kind	kind
English	spaCy-en_core_web_lg	gentle	gentle
English	spaCy-en_core_web_lg	well	well
English	spaCy-en_core_web_lg	lucky	lucky
English	spaCy-en_core_web_lg	generous	generous
English	spaCy-en_core_web_lg	next	next
English	spaCy-en_core_web_lg	calm	calm
English	spaCy-en_core_web_lg	relaxed	relaxed
English	spaCy-en_core_web_lg	little	little
English	spaCy-en_core_web_lg	assertive	assertive
English	spaCy-en_core_web_lg	well	well
English	spaCy-en_core_web_lg	lucky	lucky
English	spaCy-en_core_web_lg	surprised	surprised
English	spaCy-en_core_web_lg	next	next
English	spaCy-en_core_web_lg	curious	curious
English	spaCy-en_core_web_lg	fun	fun
English	spaCy-en_core_web_lg	impressed	impressed
English	spaCy-en_core_web_lg	strong	strong
English	spaCy-en_core_web_lg	well	well
English	spaCy-en_core_web_lg	lucky	lucky
English	spaCy-en_core_web_lg	slow	slow
English	spaCy-en_core_web_lg	next	next
English	spaCy-en_core_web_lg	intuitive	intuitive
English	spaCy-en_core_web_lg	smart	smart
English	spaCy-en_core_web_lg	businesslike	businesslike
English	spaCy-en_core_web_lg	entire	entire
English	spaCy-en_core_web_lg	sharp	sharp
English	spaCy-en_core_web_lg	better	well
English	spaCy-en_core_web_lg	well	well
English	spaCy-en_core_web_lg	lucky	lucky
English	spaCy-en_core_web_lg	surprised	surprised
English	spaCy-en_core_web_lg	next	next
English	spaCy-en_core_web_lg	hard	hard
English	spaCy-en_core_web_lg	little	little
English	spaCy-en_core_web_lg	restrained	restrained
English	spaCy-en_core_web_lg	well	well
English	spaCy-en_core_web_lg	lucky	lucky
English	spaCy-en_core_web_lg	reserved	reserved
English	spaCy-en_core_web_lg	aggressive	aggressive
English	spaCy-en_core_web_lg	next	next
English	spaCy-en_core_web_lg	good	good
English	spaCy-en_core_web_lg	accurate	accurate
English	spaCy-en_core_web_lg	generous	generous
English	spaCy-en_core_web_lg	well	well
English	spaCy-en_core_web_lg	lucky	lucky
English	spaCy-en_core_web_lg	concerned	concerned
English	spaCy-en_core_web_lg	next	next
English	spaCy-en_core_web_lg	good	good
English	spaCy-en_core_web_lg	balanced	balanced
English	spaCy-en_core_web_lg	evenhanded	evenhanded
English	spaCy-en_core_web_lg	enthusiastic	enthusiastic
English	spaCy-en_core_web_lg	well	well
English	spaCy-en_core_web_lg	lucky	lucky
English	spaCy-en_core_web_lg	fashionable	fashionable
English	spaCy-en_core_web_lg	next	next
English	spaCy-en_core_web_lg	fiery	fiery
English	spaCy-en_core_web_lg	strong	strong
English	spaCy-en_core_web_lg	supple	supple
English	spaCy-en_core_web_lg	well	well
English	spaCy-en_core_web_lg	lucky	lucky
English	spaCy-en_core_web_lg	surprising	surprising
English	spaCy-en_core_web_lg	next	next
English	spaCy-en_core_web_lg	polite	polite
English	spaCy-en_core_web_lg	well	well
English	spaCy-en_core_web_lg	lucky	lucky
English	spaCy-en_core_web_lg	sure	sure
English	spaCy-en_core_web_lg	next	next
English	spaCy-en_core_web_lg	right	right
English	spaCy-en_core_web_lg	hottest	hot
English	spaCy-en_core_web_lg	crazy	crazy
English	spaCy-en_core_web_lg	sure	sure
English	spaCy-en_core_web_lg	right	right
English	spaCy-en_core_web_lg	hottest	hot
English	spaCy-en_core_web_lg	guttural	guttural
English	spaCy-en_core_web_lg	scary	scary
English	spaCy-en_core_web_lg	horrific	horrific
English	spaCy-en_core_web_lg	weird	weird
English	spaCy-en_core_web_lg	right	right
English	spaCy-en_core_web_lg	hottest	hot
English	spaCy-en_core_web_lg	honeycomb	honeycomb
English	spaCy-en_core_web_lg	own	own
English	spaCy-en_core_web_lg	weird	weird
English	spaCy-en_core_web_lg	right	right
English	spaCy-en_core_web_lg	hottest	hot
English	spaCy-en_core_web_lg	nimble	nimble
English	spaCy-en_core_web_lg	funny	funny
English	spaCy-en_core_web_lg	sneakier	sneaki
English	spaCy-en_core_web_lg	right	right
English	spaCy-en_core_web_lg	hottest	hot
English	spaCy-en_core_web_lg	other	other
English	spaCy-en_core_web_lg	big	big
English	spaCy-en_core_web_lg	fluffy	fluffy
English	spaCy-en_core_web_lg	Weird	weird
English	spaCy-en_core_web_lg	warm	warm
English	spaCy-en_core_web_lg	funny	funny
English	spaCy-en_core_web_lg	right	right
English	spaCy-en_core_web_lg	hottest	hot
English	spaCy-en_core_web_lg	huge	huge
English	spaCy-en_core_web_lg	amazing	amazing
English	spaCy-en_core_web_lg	mysterious	mysterious
English	spaCy-en_core_web_lg	right	right
English	spaCy-en_core_web_lg	hottest	hot
English	spaCy-en_core_web_lg	cool	cool
English	spaCy-en_core_web_lg	cold	cold
English	spaCy-en_core_web_lg	super	super
English	spaCy-en_core_web_lg	-	-
English	spaCy-en_core_web_lg	cool	cool
English	spaCy-en_core_web_lg	right	right
English	spaCy-en_core_web_lg	hottest	hot
English	spaCy-en_core_web_lg	first	first
English	spaCy-en_core_web_lg	long	long
English	spaCy-en_core_web_lg	big	big
English	spaCy-en_core_web_lg	bad	bad
English	spaCy-en_core_web_lg	high	high
English	spaCy-en_core_web_lg	shiny	shiny
English	spaCy-en_core_web_lg	GENKI	genki
English	spaCy-en_core_web_lg	cute	cute
English	spaCy-en_core_web_lg	right	right
English	spaCy-en_core_web_lg	great	great
English	spaCy-en_core_web_lg	sure	sure
English	spaCy-en_core_web_lg	GENKI	genki
English	spaCy-en_core_web_lg	handy	handy
English	spaCy-en_core_web_lg	little	little
English	spaCy-en_core_web_lg	favorite	favorite
English	spaCy-en_core_web_lg	other	other
English	spaCy-en_core_web_lg	favorite	favorite
English	spaCy-en_core_web_lg	good	good
English	spaCy-en_core_web_lg	useful	useful
English	spaCy-en_core_web_lg	useful	useful
English	spaCy-en_core_web_lg	Sore	sore
English	spaCy-en_core_web_lg	cute	cute
English	spaCy-en_core_web_lg	Nice	nice
English	spaCy-en_core_web_lg	ree	ree
English	spaCy-en_core_web_lg	te	te
English	spaCy-en_core_web_lg	better	well
English	spaCy-en_core_web_lg	firm	firm
English	spaCy-en_core_web_lg	ma	ma
English	spaCy-en_core_web_lg	cute	cute
English	spaCy-en_core_web_lg	KAWAII	kawaii
English	spaCy-en_core_web_lg	beloved	beloved
English	spaCy-en_core_web_lg	double	double
English	spaCy-en_core_web_lg	adorable	adorable
English	spaCy-en_core_web_lg	legal	legal
English	spaCy-en_core_web_lg	good	good
English	spaCy-en_core_web_lg	little	little
English	spaCy-en_core_web_lg	bad	bad
English	spaCy-en_core_web_lg	perfect	perfect
English	spaCy-en_core_web_lg	same	same
English	spaCy-en_core_web_lg	ga	ga
English	spaCy-en_core_web_lg	global	global
English	spaCy-en_core_web_lg	different	different
English	spaCy-en_core_web_lg	strange	strange
English	spaCy-en_core_web_lg	interested	interested
English	spaCy-en_core_web_lg	ta	ta
English	spaCy-en_core_web_lg	oishii	oishii
English	spaCy-en_core_web_lg	good	good
English	spaCy-en_core_web_lg	bad	bad
English	spaCy-en_core_web_lg	cool	cool
English	spaCy-en_core_web_lg	other	other
English	spaCy-en_core_web_lg	right	right
English	spaCy-en_core_web_lg	GENKI	genki
English	spaCy-en_core_web_lg	single	single
English	spaCy-en_core_web_lg	interested	interested
English	spaCy-en_core_web_lg	OK	ok
English	spaCy-en_core_web_lg	great	great
English	spaCy-en_core_web_lg	excellent	excellent
English	spaCy-en_core_web_lg	many	many
English	spaCy-en_core_web_lg	more	more
English	spaCy-en_core_web_lg	different	different
English	spaCy-en_core_web_lg	usual	usual
English	spaCy-en_core_web_lg	fantastic	fantastic
English	spaCy-en_core_web_lg	fantastic	fantastic
English	spaCy-en_core_web_lg	good	good
English	spaCy-en_core_web_lg	hypothetical	hypothetical
English	spaCy-en_core_web_lg	shy	shy
English	spaCy-en_core_web_lg	young	young
English	spaCy-en_core_web_lg	perfect	perfect
English	spaCy-en_core_web_lg	perfect	perfect
English	spaCy-en_core_web_lg	second	second
English	spaCy-en_core_web_lg	serious	serious
English	spaCy-en_core_web_lg	right	right
English	spaCy-en_core_web_lg	basic	basic
English	spaCy-en_core_web_lg	n	n
English	spaCy-en_core_web_lg	important	important
English	spaCy-en_core_web_lg	excited	excited
English	spaCy-en_core_web_lg	sure	sure
English	spaCy-en_core_web_lg	good	good
English	spaCy-en_core_web_lg	shocking	shocking
English	spaCy-en_core_web_lg	bright	bright
English	spaCy-en_core_web_lg	red	red
English	spaCy-en_core_web_lg	da	da
English	spaCy-en_core_web_lg	-	-
English	spaCy-en_core_web_lg	serious	serious
English	spaCy-en_core_web_lg	angry	angry
English	spaCy-en_core_web_lg	bright	bright
English	spaCy-en_core_web_lg	red	red
English	spaCy-en_core_web_lg	scared	scared
English	spaCy-en_core_web_lg	aggressive	aggressive
English	spaCy-en_core_web_lg	future	future
English	spaCy-en_core_web_lg	important	important
English	spaCy-en_core_web_lg	aggressive	aggressive
English	spaCy-en_core_web_lg	clenched	clenched
English	spaCy-en_core_web_lg	cool	cool
English	spaCy-en_core_web_lg	scared	scared
English	spaCy-en_core_web_lg	great	great
English	spaCy-en_core_web_lg	unexpected	unexpected
English	spaCy-en_core_web_lg	da	da
English	spaCy-en_core_web_lg	te	te
English	spaCy-en_core_web_lg	next	next
English	spaCy-en_core_web_lg	high	high
English	spaCy-en_core_web_lg	high	high
English	spaCy-en_core_web_lg	nice	nice
English	spaCy-en_core_web_lg	beautiful	beautiful
English	spaCy-en_core_web_lg	magical	magical
English	spaCy-en_core_web_lg	talented	talented
English	spaCy-en_core_web_lg	interested	interested
English	spaCy-en_core_web_lg	human	human
English	spaCy-en_core_web_lg	happy	happy
English	spaCy-en_core_web_lg	cute	cute
English	spaCy-en_core_web_lg	right	right
English	spaCy-en_core_web_lg	enough	enough
English	spaCy-en_core_web_lg	wonderful	wonderful
English	spaCy-en_core_web_lg	famous	famous
English	spaCy-en_core_web_lg	right	right
English	spaCy-en_core_web_lg	right	right
English	spaCy-en_core_web_lg	familiar	familiar
English	spaCy-en_core_web_lg	eccentric	eccentric
English	spaCy-en_core_web_lg	special	special
English	spaCy-en_core_web_lg	true	true
English	spaCy-en_core_web_lg	Older	old
English	spaCy-en_core_web_lg	right	right
English	spaCy-en_core_web_lg	interested	interested
English	spaCy-en_core_web_lg	nice	nice
English	spaCy-en_core_web_lg	much	much
English	spaCy-en_core_web_lg	other	other
English	spaCy-en_core_web_lg	right	right
English	spaCy-en_core_web_lg	older	old
English	spaCy-en_core_web_lg	Musical	musical
English	spaCy-en_core_web_lg	dear	dear
English	spaCy-en_core_web_lg	little	little
English	spaCy-en_core_web_lg	slow	slow
English	spaCy-en_core_web_lg	relaxed	relaxed
English	spaCy-en_core_web_lg	cute	cute
English	spaCy-en_core_web_lg	cute	cute
English	spaCy-en_core_web_lg	tough	tough
English	spaCy-en_core_web_lg	cute	cute
English	spaCy-en_core_web_lg	sorry	sorry
English	spaCy-en_core_web_lg	famous	famous
English	spaCy-en_core_web_lg	other	other
English	spaCy-en_core_web_lg	right	right
English	spaCy-en_core_web_lg	more	more
English	spaCy-en_core_web_lg	good	good
English	spaCy-en_core_web_lg	most	most
English	spaCy-en_core_web_lg	solitary	solitary
English	spaCy-en_core_web_lg	true	true
English	spaCy-en_core_web_lg	better	well
English	spaCy-en_core_web_lg	better	well
English	spaCy-en_core_web_lg	better	well
English	spaCy-en_core_web_lg	confused	confused
English	spaCy-en_core_web_lg	sparkling	sparkling
English	spaCy-en_core_web_lg	lovely	lovely
English	spaCy-en_core_web_lg	sure	sure
English	spaCy-en_core_web_lg	total	total
English	spaCy-en_core_web_lg	right	right
English	spaCy-en_core_web_lg	live	live
English	spaCy-en_core_web_lg	rich	rich
English	spaCy-en_core_web_lg	fabulous	fabulous
English	spaCy-en_core_web_lg	huuuge	huuuge
English	spaCy-en_core_web_lg	rich	rich
English	spaCy-en_core_web_lg	amazing	amazing
English	spaCy-en_core_web_lg	rare	rare
English	spaCy-en_core_web_lg	sorry	sorry
English	spaCy-en_core_web_lg	lovely	lovely
English	spaCy-en_core_web_lg	Japanese	japanese
English	spaCy-en_core_web_lg	necessary	necessary
English	spaCy-en_core_web_lg	international	international
English	spaCy-en_core_web_lg	OK	ok
English	spaCy-en_core_web_lg	bad	bad
English	spaCy-en_core_web_lg	correct	correct
English	spaCy-en_core_web_lg	next	next
English	spaCy-en_core_web_lg	Japanese	japanese
English	spaCy-en_core_web_lg	big	big
English	spaCy-en_core_web_lg	close	close
English	spaCy-en_core_web_lg	correct	correct
English	spaCy-en_core_web_lg	Hoho	hoho
English	spaCy-en_core_web_lg	next	next
English	spaCy-en_core_web_lg	Japanese	japanese
English	spaCy-en_core_web_lg	long	long
English	spaCy-en_core_web_lg	OK	ok
English	spaCy-en_core_web_lg	energetic	energetic
English	spaCy-en_core_web_lg	bad	bad
English	spaCy-en_core_web_lg	correct	correct
English	spaCy-en_core_web_lg	ri	ri
English	spaCy-en_core_web_lg	ga	ga
English	spaCy-en_core_web_lg	easy	easy
English	spaCy-en_core_web_lg	Japanese	japanese
English	spaCy-en_core_web_lg	correct	correct
English	spaCy-en_core_web_lg	correct	correct
English	spaCy-en_core_web_lg	next	next
English	spaCy-en_core_web_lg	Japanese	japanese
English	spaCy-en_core_web_lg	sleepy	sleepy
English	spaCy-en_core_web_lg	sorry	sorry
English	spaCy-en_core_web_lg	correct	correct
English	spaCy-en_core_web_lg	next	next
English	spaCy-en_core_web_lg	Japanese	japanese
English	spaCy-en_core_web_lg	sorry	sorry
English	spaCy-en_core_web_lg	old	old
English	spaCy-en_core_web_lg	fashioned	fashioned
English	spaCy-en_core_web_lg	old	old
English	spaCy-en_core_web_lg	next	next
English	spaCy-en_core_web_lg	Japanese	japanese
English	spaCy-en_core_web_lg	Geometeric	geometeric
English	spaCy-en_core_web_lg	correct	correct
